total_doc_num=500 doc_type=2 qry_type=2
VOM19980507.0900.0269 -5.029022e-002 VOM19980507.0900.0269
VOM19980522.0900.0257 -5.039450e-002 VOM19980522.0900.0257
VOM19980416.0900.0211 -5.041183e-002 VOM19980416.0900.0211
VOM19980507.0730.0143 -5.060836e-002 VOM19980507.0730.0143
VOM19980317.0900.2174 -5.067980e-002 VOM19980317.0900.2174
VOM19980614.0700.0431 -5.072324e-002 VOM19980614.0700.0431
VOM19980605.0700.0560 -5.100518e-002 VOM19980605.0700.0560
VOM19980609.0700.0039 -5.104423e-002 VOM19980609.0700.0039
VOM19980311.0700.0234 -5.107770e-002 VOM19980311.0700.0234
VOM19980422.0900.0246 -5.109789e-002 VOM19980422.0900.0246
VOM19980501.0730.0112 -5.113294e-002 VOM19980501.0730.0112
VOM19980626.0700.0473 -5.113800e-002 VOM19980626.0700.0473
VOM19980619.0730.0212 -5.125122e-002 VOM19980619.0730.0212
VOM19980604.0730.0106 -5.143015e-002 VOM19980604.0730.0106
VOM19980403.0700.0129 -5.155327e-002 VOM19980403.0700.0129
VOM19980605.0730.0230 -5.175095e-002 VOM19980605.0730.0230
VOM19980422.0900.0173 -5.176046e-002 VOM19980422.0900.0173
VOM19980325.0900.0676 -5.176749e-002 VOM19980325.0900.0676
VOM19980303.0900.2011 -5.194221e-002 VOM19980303.0900.2011
VOM19980523.0700.0428 -5.197571e-002 VOM19980523.0700.0428
VOM19980221.0700.2442 -5.200038e-002 VOM19980221.0700.2442
VOM19980621.0730.0036 -5.202229e-002 VOM19980621.0730.0036
VOM19980315.0700.2077 -5.202427e-002 VOM19980315.0700.2077
VOM19980515.0730.0199 -5.203676e-002 VOM19980515.0730.0199
VOM19980319.0900.0095 -5.205606e-002 VOM19980319.0900.0095
VOM19980625.0730.0243 -5.206291e-002 VOM19980625.0730.0243
VOM19980619.0900.0162 -5.223399e-002 VOM19980619.0900.0162
VOM19980612.0730.0286 -5.241073e-002 VOM19980612.0730.0286
VOM19980305.0900.0369 -5.242814e-002 VOM19980305.0900.0369
VOM19980301.0700.0136 -5.260120e-002 VOM19980301.0700.0136
VOM19980428.0900.0156 -5.264711e-002 VOM19980428.0900.0156
VOM19980616.0900.0005 -5.267595e-002 VOM19980616.0900.0005
VOM19980616.0700.0214 -5.268171e-002 VOM19980616.0700.0214
VOM19980523.0730.0220 -5.272673e-002 VOM19980523.0730.0220
VOM19980315.0700.1964 -5.277662e-002 VOM19980315.0700.1964
VOM19980302.0700.0653 -5.277701e-002 VOM19980302.0700.0653
VOM19980612.0900.0008 -5.277706e-002 VOM19980612.0900.0008
VOM19980602.0700.0036 -5.290835e-002 VOM19980602.0700.0036
VOM19980505.0900.0185 -5.304328e-002 VOM19980505.0900.0185
VOM19980505.0730.0258 -5.304328e-002 VOM19980505.0730.0258
VOM19980306.0700.1638 -5.306437e-002 VOM19980306.0700.1638
VOM19980223.0700.0491 -5.320839e-002 VOM19980223.0700.0491
VOM19980404.0700.1925 -5.325652e-002 VOM19980404.0700.1925
VOM19980422.0900.0056 -5.342297e-002 VOM19980422.0900.0056
VOM19980317.0900.0114 -5.353616e-002 VOM19980317.0900.0114
VOM19980222.0700.0340 -5.362538e-002 VOM19980222.0700.0340
VOM19980326.0900.0218 -5.372957e-002 VOM19980326.0900.0218
VOM19980521.0700.0559 -5.383105e-002 VOM19980521.0700.0559
VOM19980220.0900.2076 -5.388615e-002 VOM19980220.0900.2076
VOM19980306.0700.0671 -5.397432e-002 VOM19980306.0700.0671
VOM19980406.0900.0112 -5.403072e-002 VOM19980406.0900.0112
VOM19980326.0700.0452 -5.403519e-002 VOM19980326.0700.0452
VOM19980511.0700.0105 -5.407402e-002 VOM19980511.0700.0105
VOM19980501.0900.0148 -5.412617e-002 VOM19980501.0900.0148
VOM19980316.0700.1957 -5.414748e-002 VOM19980316.0700.1957
VOM19980223.0700.2892 -5.414793e-002 VOM19980223.0700.2892
VOM19980620.0700.0393 -5.416059e-002 VOM19980620.0700.0393
VOM19980515.0730.0004 -5.424970e-002 VOM19980515.0730.0004
VOM19980326.0700.0813 -5.425227e-002 VOM19980326.0700.0813
VOM19980526.0730.0003 -5.426716e-002 VOM19980526.0730.0003
VOM19980317.0900.3300 -5.443507e-002 VOM19980317.0900.3300
VOM19980630.0700.0116 -5.445913e-002 VOM19980630.0700.0116
VOM19980227.0900.2164 -5.446120e-002 VOM19980227.0900.2164
VOM19980621.0700.0140 -5.449944e-002 VOM19980621.0700.0140
VOM19980404.0700.0082 -5.452974e-002 VOM19980404.0700.0082
VOM19980503.0700.0412 -5.472748e-002 VOM19980503.0700.0412
VOM19980225.0900.2118 -5.481766e-002 VOM19980225.0900.2118
VOM19980225.0900.0421 -5.481766e-002 VOM19980225.0900.0421
VOM19980327.0900.1954 -5.496690e-002 VOM19980327.0900.1954
VOM19980312.0900.3525 -5.499668e-002 VOM19980312.0900.3525
VOM19980502.0730.0150 -5.503614e-002 VOM19980502.0730.0150
VOM19980619.0900.0252 -5.507789e-002 VOM19980619.0900.0252
VOM19980630.0700.0328 -5.522024e-002 VOM19980630.0700.0328
VOM19980325.0900.3393 -5.525136e-002 VOM19980325.0900.3393
VOM19980609.0730.0276 -5.529838e-002 VOM19980609.0730.0276
VOM19980515.0700.0340 -5.535081e-002 VOM19980515.0700.0340
VOM19980319.0900.1922 -5.544246e-002 VOM19980319.0900.1922
VOM19980413.0900.0011 -5.546784e-002 VOM19980413.0900.0011
VOM19980621.0700.0369 -5.553663e-002 VOM19980621.0700.0369
VOM19980507.0700.0422 -5.561405e-002 VOM19980507.0700.0422
VOM19980303.0900.0203 -5.567316e-002 VOM19980303.0900.0203
VOM19980602.0900.0240 -5.567494e-002 VOM19980602.0900.0240
VOM19980509.0730.0100 -5.568082e-002 VOM19980509.0730.0100
VOM19980515.0730.0279 -5.581555e-002 VOM19980515.0730.0279
VOM19980424.0900.0178 -5.583592e-002 VOM19980424.0900.0178
VOM19980223.0700.0664 -5.611727e-002 VOM19980223.0700.0664
VOM19980524.0700.0041 -5.613444e-002 VOM19980524.0700.0041
VOM19980507.0730.0034 -5.618694e-002 VOM19980507.0730.0034
VOM19980617.0730.0161 -5.624502e-002 VOM19980617.0730.0161
VOM19980526.0900.0004 -5.630027e-002 VOM19980526.0900.0004
VOM19980304.0900.0495 -5.631433e-002 VOM19980304.0900.0495
VOM19980610.0700.0445 -5.631980e-002 VOM19980610.0700.0445
VOM19980603.0730.0115 -5.633523e-002 VOM19980603.0730.0115
VOM19980502.0730.0115 -5.643234e-002 VOM19980502.0730.0115
VOM19980502.0700.0197 -5.643234e-002 VOM19980502.0700.0197
VOM19980515.0900.0047 -5.647938e-002 VOM19980515.0900.0047
VOM19980403.0900.2079 -5.651622e-002 VOM19980403.0900.2079
VOM19980617.0730.0078 -5.654291e-002 VOM19980617.0730.0078
VOM19980225.0900.2949 -5.663378e-002 VOM19980225.0900.2949
VOM19980515.0730.0097 -5.669631e-002 VOM19980515.0730.0097
VOM19980326.0900.0118 -5.672399e-002 VOM19980326.0900.0118
VOM19980228.0700.1755 -5.674756e-002 VOM19980228.0700.1755
VOM19980410.0900.0049 -5.680222e-002 VOM19980410.0900.0049
VOM19980302.0900.0243 -5.688121e-002 VOM19980302.0900.0243
VOM19980612.0900.0201 -5.690268e-002 VOM19980612.0900.0201
VOM19980612.0730.0192 -5.690268e-002 VOM19980612.0730.0192
VOM19980612.0700.0383 -5.690268e-002 VOM19980612.0700.0383
VOM19980607.0730.0228 -5.691162e-002 VOM19980607.0730.0228
VOM19980303.0700.0655 -5.691509e-002 VOM19980303.0700.0655
VOM19980505.0730.0032 -5.701774e-002 VOM19980505.0730.0032
VOM19980327.0900.0375 -5.710611e-002 VOM19980327.0900.0375
VOM19980502.0700.0400 -5.717698e-002 VOM19980502.0700.0400
VOM19980407.0900.0263 -5.721796e-002 VOM19980407.0900.0263
VOM19980502.0730.0233 -5.722874e-002 VOM19980502.0730.0233
VOM19980505.0700.0438 -5.724210e-002 VOM19980505.0700.0438
VOM19980509.0700.0245 -5.728367e-002 VOM19980509.0700.0245
VOM19980612.0900.0274 -5.754558e-002 VOM19980612.0900.0274
VOM19980612.0730.0272 -5.754558e-002 VOM19980612.0730.0272
VOM19980621.0730.0184 -5.762247e-002 VOM19980621.0730.0184
VOM19980515.0700.0379 -5.763236e-002 VOM19980515.0700.0379
VOM19980430.0900.0231 -5.767012e-002 VOM19980430.0900.0231
VOM19980223.0700.0632 -5.776073e-002 VOM19980223.0700.0632
VOM19980407.0900.0012 -5.776830e-002 VOM19980407.0900.0012
VOM19980224.0700.1724 -5.798826e-002 VOM19980224.0700.1724
VOM19980507.0900.0113 -5.815747e-002 VOM19980507.0900.0113
VOM19980317.0900.1914 -5.820625e-002 VOM19980317.0900.1914
VOM19980430.0900.0035 -5.840613e-002 VOM19980430.0900.0035
VOM19980503.0700.0096 -5.841178e-002 VOM19980503.0700.0096
VOM19980312.0900.3558 -5.844112e-002 VOM19980312.0900.3558
VOM19980505.0700.0103 -5.853895e-002 VOM19980505.0700.0103
VOM19980306.0700.1456 -5.859805e-002 VOM19980306.0700.1456
VOM19980317.0700.0454 -5.860899e-002 VOM19980317.0700.0454
VOM19980225.0700.0443 -5.885258e-002 VOM19980225.0700.0443
VOM19980315.0700.2670 -5.893620e-002 VOM19980315.0700.2670
VOM19980222.0700.1944 -5.902482e-002 VOM19980222.0700.1944
VOM19980628.0700.0316 -5.908332e-002 VOM19980628.0700.0316
VOM19980530.0700.0512 -5.926276e-002 VOM19980530.0700.0512
VOM19980223.0700.0800 -5.929337e-002 VOM19980223.0700.0800
VOM19980617.0730.0243 -5.947559e-002 VOM19980617.0730.0243
VOM19980520.0730.0150 -5.954358e-002 VOM19980520.0730.0150
VOM19980529.0700.0392 -5.972527e-002 VOM19980529.0700.0392
VOM19980508.0700.0549 -5.981549e-002 VOM19980508.0700.0549
VOM19980503.0730.0235 -5.998126e-002 VOM19980503.0730.0235
VOM19980630.0730.0248 -6.001957e-002 VOM19980630.0730.0248
VOM19980621.0730.0001 -6.002872e-002 VOM19980621.0730.0001
VOM19980316.0700.3158 -6.034286e-002 VOM19980316.0700.3158
VOM19980317.0900.3462 -6.035898e-002 VOM19980317.0900.3462
VOM19980319.0700.0399 -6.047084e-002 VOM19980319.0700.0399
VOM19980314.0700.1911 -6.057914e-002 VOM19980314.0700.1911
VOM19980303.0700.0561 -6.060558e-002 VOM19980303.0700.0561
VOM19980404.0700.0350 -6.062961e-002 VOM19980404.0700.0350
VOM19980421.0900.0040 -6.063496e-002 VOM19980421.0900.0040
VOM19980621.0700.0052 -6.063939e-002 VOM19980621.0700.0052
VOM19980505.0900.0146 -6.077990e-002 VOM19980505.0900.0146
VOM19980526.0700.0431 -6.082085e-002 VOM19980526.0700.0431
VOM19980317.0900.2028 -6.084890e-002 VOM19980317.0900.2028
VOM19980521.0730.0273 -6.097021e-002 VOM19980521.0730.0273
VOM19980602.0700.0417 -6.099745e-002 VOM19980602.0700.0417
VOM19980607.0730.0002 -6.102766e-002 VOM19980607.0730.0002
VOM19980529.0700.0041 -6.103836e-002 VOM19980529.0700.0041
VOM19980327.0900.1984 -6.105138e-002 VOM19980327.0900.1984
VOM19980327.0900.0327 -6.105138e-002 VOM19980327.0900.0327
VOM19980510.0730.0225 -6.106834e-002 VOM19980510.0730.0225
VOM19980510.0700.0400 -6.106834e-002 VOM19980510.0700.0400
VOM19980603.0900.0243 -6.117269e-002 VOM19980603.0900.0243
VOM19980602.0730.0163 -6.139624e-002 VOM19980602.0730.0163
VOM19980612.0700.0225 -6.141318e-002 VOM19980612.0700.0225
VOM19980527.0700.0388 -6.144701e-002 VOM19980527.0700.0388
VOM19980624.0700.0523 -6.160585e-002 VOM19980624.0700.0523
VOM19980530.0730.0266 -6.161275e-002 VOM19980530.0730.0266
VOM19980305.0900.0413 -6.163510e-002 VOM19980305.0900.0413
VOM19980316.0900.0202 -6.189583e-002 VOM19980316.0900.0202
VOM19980319.0900.0162 -6.204809e-002 VOM19980319.0900.0162
VOM19980303.0900.1926 -6.207725e-002 VOM19980303.0900.1926
VOM19980223.0900.0719 -6.213517e-002 VOM19980223.0900.0719
VOM19980226.0900.2783 -6.219481e-002 VOM19980226.0900.2783
VOM19980611.0700.0516 -6.236053e-002 VOM19980611.0700.0516
VOM19980316.0900.0320 -6.239918e-002 VOM19980316.0900.0320
VOM19980225.0700.0510 -6.240463e-002 VOM19980225.0700.0510
VOM19980506.0700.0445 -6.263901e-002 VOM19980506.0700.0445
VOM19980527.0700.0426 -6.266114e-002 VOM19980527.0700.0426
VOM19980415.0900.0272 -6.267146e-002 VOM19980415.0900.0272
VOM19980306.0700.0507 -6.281468e-002 VOM19980306.0700.0507
VOM19980226.0900.1769 -6.283347e-002 VOM19980226.0900.1769
VOM19980531.0730.0265 -6.284267e-002 VOM19980531.0730.0265
VOM19980626.0730.0267 -6.285889e-002 VOM19980626.0730.0267
VOM19980315.0700.2040 -6.292848e-002 VOM19980315.0700.2040
VOM19980303.0900.0241 -6.303875e-002 VOM19980303.0900.0241
VOM19980223.0900.3362 -6.307033e-002 VOM19980223.0900.3362
VOM19980406.0900.0220 -6.314160e-002 VOM19980406.0900.0220
VOM19980609.0900.0205 -6.314209e-002 VOM19980609.0900.0205
VOM19980610.0700.0375 -6.325972e-002 VOM19980610.0700.0375
VOM19980403.0700.1459 -6.332404e-002 VOM19980403.0700.1459
VOM19980529.0900.0008 -6.334016e-002 VOM19980529.0900.0008
VOM19980529.0730.0003 -6.334016e-002 VOM19980529.0730.0003
VOM19980520.0900.0081 -6.341729e-002 VOM19980520.0900.0081
VOM19980224.0900.0364 -6.346887e-002 VOM19980224.0900.0364
VOM19980305.0700.2004 -6.353846e-002 VOM19980305.0700.2004
VOM19980612.0700.0531 -6.361533e-002 VOM19980612.0700.0531
VOM19980526.0730.0039 -6.363706e-002 VOM19980526.0730.0039
VOM19980604.0900.0044 -6.368195e-002 VOM19980604.0900.0044
VOM19980604.0730.0037 -6.368195e-002 VOM19980604.0730.0037
VOM19980604.0700.0197 -6.368195e-002 VOM19980604.0700.0197
VOM19980227.0900.2564 -6.368703e-002 VOM19980227.0900.2564
VOM19980501.0700.0526 -6.368958e-002 VOM19980501.0700.0526
VOM19980603.0700.0514 -6.372412e-002 VOM19980603.0700.0514
VOM19980223.0700.0596 -6.374764e-002 VOM19980223.0700.0596
VOM19980605.0700.0290 -6.380356e-002 VOM19980605.0700.0290
VOM19980502.0700.0230 -6.385714e-002 VOM19980502.0700.0230
VOM19980413.0900.0139 -6.390085e-002 VOM19980413.0900.0139
VOM19980224.0900.3400 -6.396272e-002 VOM19980224.0900.3400
VOM19980526.0700.0514 -6.399653e-002 VOM19980526.0700.0514
VOM19980226.0900.3498 -6.420145e-002 VOM19980226.0900.3498
VOM19980623.0730.0140 -6.425889e-002 VOM19980623.0730.0140
VOM19980506.0700.0405 -6.438486e-002 VOM19980506.0700.0405
VOM19980624.0900.0150 -6.440800e-002 VOM19980624.0900.0150
VOM19980311.0700.0601 -6.450931e-002 VOM19980311.0700.0601
VOM19980404.0700.1859 -6.455398e-002 VOM19980404.0700.1859
VOM19980404.0700.0133 -6.455398e-002 VOM19980404.0700.0133
VOM19980303.0700.0281 -6.466617e-002 VOM19980303.0700.0281
VOM19980507.0730.0216 -6.504007e-002 VOM19980507.0730.0216
VOM19980220.0900.3504 -6.509626e-002 VOM19980220.0900.3504
VOM19980306.0700.0555 -6.519102e-002 VOM19980306.0700.0555
VOM19980520.0700.0038 -6.519725e-002 VOM19980520.0700.0038
VOM19980610.0700.0539 -6.519914e-002 VOM19980610.0700.0539
VOM19980424.0900.0217 -6.530084e-002 VOM19980424.0900.0217
VOM19980226.0900.3539 -6.531139e-002 VOM19980226.0900.3539
VOM19980521.0900.0107 -6.533988e-002 VOM19980521.0900.0107
VOM19980317.0900.3350 -6.538079e-002 VOM19980317.0900.3350
VOM19980617.0700.0494 -6.538924e-002 VOM19980617.0700.0494
VOM19980523.0700.0491 -6.540459e-002 VOM19980523.0700.0491
VOM19980603.0700.0071 -6.540964e-002 VOM19980603.0700.0071
VOM19980305.0700.0395 -6.566570e-002 VOM19980305.0700.0395
VOM19980317.0900.0261 -6.570103e-002 VOM19980317.0900.0261
VOM19980403.0900.3074 -6.588342e-002 VOM19980403.0900.3074
VOM19980603.0730.0036 -6.592061e-002 VOM19980603.0730.0036
VOM19980526.0900.0034 -6.592590e-002 VOM19980526.0900.0034
VOM19980528.0900.0106 -6.598130e-002 VOM19980528.0900.0106
VOM19980306.0700.1383 -6.602828e-002 VOM19980306.0700.1383
VOM19980221.0700.2025 -6.628230e-002 VOM19980221.0700.2025
VOM19980626.0730.0196 -6.639615e-002 VOM19980626.0730.0196
VOM19980407.0900.0079 -6.648621e-002 VOM19980407.0900.0079
VOM19980526.0900.0057 -6.653709e-002 VOM19980526.0900.0057
VOM19980626.0900.0195 -6.660522e-002 VOM19980626.0900.0195
VOM19980511.0900.0039 -6.686730e-002 VOM19980511.0900.0039
VOM19980520.0900.0007 -6.692218e-002 VOM19980520.0900.0007
VOM19980503.0730.0002 -6.755167e-002 VOM19980503.0730.0002
VOM19980609.0700.0122 -6.773134e-002 VOM19980609.0700.0122
VOM19980311.0700.0279 -6.776673e-002 VOM19980311.0700.0279
VOM19980316.0700.0463 -6.783018e-002 VOM19980316.0700.0463
VOM19980317.0900.0376 -6.786583e-002 VOM19980317.0900.0376
VOM19980317.0900.3386 -6.793585e-002 VOM19980317.0900.3386
VOM19980303.0900.3358 -6.793959e-002 VOM19980303.0900.3358
VOM19980220.0700.0391 -6.802735e-002 VOM19980220.0700.0391
VOM19980303.0700.0590 -6.810384e-002 VOM19980303.0700.0590
VOM19980618.0700.0345 -6.814158e-002 VOM19980618.0700.0345
VOM19980415.0900.0057 -6.832529e-002 VOM19980415.0900.0057
VOM19980317.0700.0548 -6.834944e-002 VOM19980317.0700.0548
VOM19980521.0730.0070 -6.841152e-002 VOM19980521.0730.0070
VOM19980505.0700.0033 -6.844346e-002 VOM19980505.0700.0033
VOM19980616.0730.0217 -6.855296e-002 VOM19980616.0730.0217
VOM19980625.0700.0328 -6.868824e-002 VOM19980625.0700.0328
VOM19980311.0700.0471 -6.871218e-002 VOM19980311.0700.0471
VOM19980503.0730.0272 -6.883401e-002 VOM19980503.0730.0272
VOM19980316.0900.1998 -6.884421e-002 VOM19980316.0900.1998
VOM19980620.0700.0513 -6.887479e-002 VOM19980620.0700.0513
VOM19980316.0900.1861 -6.893203e-002 VOM19980316.0900.1861
VOM19980314.0700.0239 -6.893448e-002 VOM19980314.0700.0239
VOM19980506.0900.0257 -6.923511e-002 VOM19980506.0900.0257
VOM19980616.0700.0458 -6.926491e-002 VOM19980616.0700.0458
VOM19980226.0900.3560 -6.928149e-002 VOM19980226.0900.3560
VOM19980528.0900.0135 -6.928620e-002 VOM19980528.0900.0135
VOM19980609.0900.0232 -6.930835e-002 VOM19980609.0900.0232
VOM19980520.0730.0039 -6.934316e-002 VOM19980520.0730.0039
VOM19980427.0900.0190 -6.935889e-002 VOM19980427.0900.0190
VOM19980225.0900.0458 -6.950570e-002 VOM19980225.0900.0458
VOM19980520.0900.0042 -6.958234e-002 VOM19980520.0900.0042
VOM19980430.0900.0074 -6.961677e-002 VOM19980430.0900.0074
VOM19980618.0730.0281 -6.962928e-002 VOM19980618.0730.0281
VOM19980327.0900.1850 -6.972650e-002 VOM19980327.0900.1850
VOM19980302.0700.0335 -6.975791e-002 VOM19980302.0700.0335
VOM19980223.0900.1997 -6.977008e-002 VOM19980223.0900.1997
VOM19980225.0900.1275 -6.977783e-002 VOM19980225.0900.1275
VOM19980610.0700.0474 -6.987008e-002 VOM19980610.0700.0474
VOM19980220.0900.3360 -6.996214e-002 VOM19980220.0900.3360
VOM19980223.0900.3535 -7.023329e-002 VOM19980223.0900.3535
VOM19980319.0900.3353 -7.038224e-002 VOM19980319.0900.3353
VOM19980303.0900.2085 -7.039742e-002 VOM19980303.0900.2085
VOM19980221.0700.0183 -7.042962e-002 VOM19980221.0700.0183
VOM19980404.0700.1993 -7.055380e-002 VOM19980404.0700.1993
VOM19980404.0700.0201 -7.055380e-002 VOM19980404.0700.0201
VOM19980225.0700.0627 -7.062979e-002 VOM19980225.0700.0627
VOM19980607.0730.0163 -7.066361e-002 VOM19980607.0730.0163
VOM19980607.0700.0385 -7.066361e-002 VOM19980607.0700.0385
VOM19980410.0900.0267 -7.070508e-002 VOM19980410.0900.0267
VOM19980301.0700.0447 -7.086068e-002 VOM19980301.0700.0447
VOM19980317.0700.2928 -7.088365e-002 VOM19980317.0700.2928
VOM19980611.0700.0383 -7.105460e-002 VOM19980611.0700.0383
VOM19980406.0900.0247 -7.111991e-002 VOM19980406.0900.0247
VOM19980220.0900.0424 -7.117445e-002 VOM19980220.0900.0424
VOM19980317.0700.0320 -7.119164e-002 VOM19980317.0700.0320
VOM19980228.0700.3152 -7.148807e-002 VOM19980228.0700.3152
VOM19980616.0900.0038 -7.151353e-002 VOM19980616.0900.0038
VOM19980616.0700.0318 -7.151353e-002 VOM19980616.0700.0318
VOM19980526.0900.0186 -7.166509e-002 VOM19980526.0900.0186
VOM19980618.0700.0416 -7.169325e-002 VOM19980618.0700.0416
VOM19980605.0700.0406 -7.170044e-002 VOM19980605.0700.0406
VOM19980403.0700.0528 -7.178889e-002 VOM19980403.0700.0528
VOM19980626.0900.0266 -7.180843e-002 VOM19980626.0900.0266
VOM19980228.0700.0268 -7.201109e-002 VOM19980228.0700.0268
VOM19980504.0700.0025 -7.203589e-002 VOM19980504.0700.0025
VOM19980605.0700.0354 -7.229844e-002 VOM19980605.0700.0354
VOM19980505.0700.0545 -7.246051e-002 VOM19980505.0700.0545
VOM19980222.0700.2059 -7.258029e-002 VOM19980222.0700.2059
VOM19980503.0700.0466 -7.261655e-002 VOM19980503.0700.0466
VOM19980526.0700.0275 -7.263865e-002 VOM19980526.0700.0275
VOM19980526.0700.0342 -7.272009e-002 VOM19980526.0700.0342
VOM19980529.0730.0109 -7.273287e-002 VOM19980529.0730.0109
VOM19980421.0900.0237 -7.281461e-002 VOM19980421.0900.0237
VOM19980317.0900.1996 -7.282533e-002 VOM19980317.0900.1996
VOM19980317.0900.0192 -7.282533e-002 VOM19980317.0900.0192
VOM19980616.0700.0487 -7.284115e-002 VOM19980616.0700.0487
VOM19980502.0700.0438 -7.284847e-002 VOM19980502.0700.0438
VOM19980611.0730.0005 -7.287177e-002 VOM19980611.0730.0005
VOM19980403.0900.0124 -7.300969e-002 VOM19980403.0900.0124
VOM19980317.0700.0220 -7.306349e-002 VOM19980317.0700.0220
VOM19980410.0900.0241 -7.308132e-002 VOM19980410.0900.0241
VOM19980430.0900.0109 -7.335784e-002 VOM19980430.0900.0109
VOM19980524.0730.0201 -7.337119e-002 VOM19980524.0730.0201
VOM19980305.0900.1967 -7.351025e-002 VOM19980305.0900.1967
VOM19980301.0700.0218 -7.359368e-002 VOM19980301.0700.0218
VOM19980522.0700.0258 -7.367920e-002 VOM19980522.0700.0258
VOM19980531.0730.0157 -7.378194e-002 VOM19980531.0730.0157
VOM19980531.0700.0345 -7.378194e-002 VOM19980531.0700.0345
VOM19980612.0700.0496 -7.380846e-002 VOM19980612.0700.0496
VOM19980529.0900.0113 -7.382353e-002 VOM19980529.0900.0113
VOM19980526.0730.0131 -7.385469e-002 VOM19980526.0730.0131
VOM19980325.0900.2916 -7.388785e-002 VOM19980325.0900.2916
VOM19980511.0700.0497 -7.401601e-002 VOM19980511.0700.0497
VOM19980403.0900.1941 -7.415238e-002 VOM19980403.0900.1941
VOM19980403.0900.3300 -7.433855e-002 VOM19980403.0900.3300
VOM19980416.0900.0171 -7.437067e-002 VOM19980416.0900.0171
VOM19980403.0900.3433 -7.443567e-002 VOM19980403.0900.3433
VOM19980611.0700.0535 -7.444222e-002 VOM19980611.0700.0535
VOM19980220.0700.0487 -7.445863e-002 VOM19980220.0700.0487
VOM19980503.0730.0098 -7.455666e-002 VOM19980503.0730.0098
VOM19980303.0900.3480 -7.461829e-002 VOM19980303.0900.3480
VOM19980501.0730.0186 -7.470416e-002 VOM19980501.0730.0186
VOM19980302.0700.2137 -7.473099e-002 VOM19980302.0700.2137
VOM19980506.0700.0506 -7.478073e-002 VOM19980506.0700.0506
VOM19980611.0900.0185 -7.482871e-002 VOM19980611.0900.0185
VOM19980612.0700.0257 -7.484461e-002 VOM19980612.0700.0257
VOM19980224.0700.0435 -7.487830e-002 VOM19980224.0700.0435
VOM19980319.0700.0352 -7.488386e-002 VOM19980319.0700.0352
VOM19980619.0700.0392 -7.489799e-002 VOM19980619.0700.0392
VOM19980327.0900.3348 -7.493973e-002 VOM19980327.0900.3348
VOM19980224.0900.0431 -7.500692e-002 VOM19980224.0900.0431
VOM19980228.0700.0187 -7.530214e-002 VOM19980228.0700.0187
VOM19980625.0700.0480 -7.535479e-002 VOM19980625.0700.0480
VOM19980304.0700.0347 -7.536892e-002 VOM19980304.0700.0347
VOM19980327.0900.3434 -7.542107e-002 VOM19980327.0900.3434
VOM19980220.0900.3559 -7.549548e-002 VOM19980220.0900.3559
VOM19980602.0700.0095 -7.564221e-002 VOM19980602.0700.0095
VOM19980606.0730.0191 -7.566556e-002 VOM19980606.0730.0191
VOM19980606.0700.0440 -7.566556e-002 VOM19980606.0700.0440
VOM19980403.0900.2034 -7.571459e-002 VOM19980403.0900.2034
VOM19980315.0700.0214 -7.579371e-002 VOM19980315.0700.0214
VOM19980528.0900.0006 -7.590383e-002 VOM19980528.0900.0006
VOM19980226.0900.0401 -7.601056e-002 VOM19980226.0900.0401
VOM19980522.0900.0121 -7.601576e-002 VOM19980522.0900.0121
VOM19980522.0730.0122 -7.601576e-002 VOM19980522.0730.0122
VOM19980522.0900.0007 -7.630623e-002 VOM19980522.0900.0007
VOM19980522.0730.0004 -7.630623e-002 VOM19980522.0730.0004
VOM19980503.0700.0178 -7.674483e-002 VOM19980503.0700.0178
VOM19980511.0900.0208 -7.687094e-002 VOM19980511.0900.0208
VOM19980623.0730.0265 -7.696009e-002 VOM19980623.0730.0265
VOM19980520.0700.0539 -7.704669e-002 VOM19980520.0700.0539
VOM19980511.0730.0066 -7.713089e-002 VOM19980511.0730.0066
VOM19980228.0700.1816 -7.719427e-002 VOM19980228.0700.1816
VOM19980609.0900.0079 -7.720315e-002 VOM19980609.0900.0079
VOM19980609.0700.0368 -7.720315e-002 VOM19980609.0700.0368
VOM19980617.0900.0171 -7.750630e-002 VOM19980617.0900.0171
VOM19980508.0700.0514 -7.761826e-002 VOM19980508.0700.0514
VOM19980616.0900.0202 -7.764298e-002 VOM19980616.0900.0202
VOM19980618.0700.0234 -7.769483e-002 VOM19980618.0700.0234
VOM19980520.0900.0248 -7.773682e-002 VOM19980520.0900.0248
VOM19980305.0900.0295 -7.779407e-002 VOM19980305.0900.0295
VOM19980406.0900.0187 -7.782216e-002 VOM19980406.0900.0187
VOM19980523.0700.0516 -7.784191e-002 VOM19980523.0700.0516
VOM19980305.0900.2053 -7.792380e-002 VOM19980305.0900.2053
VOM19980610.0700.0039 -7.793064e-002 VOM19980610.0700.0039
VOM19980220.0700.0448 -7.798948e-002 VOM19980220.0700.0448
VOM19980327.0900.0221 -7.802023e-002 VOM19980327.0900.0221
VOM19980614.0730.0106 -7.813053e-002 VOM19980614.0730.0106
VOM19980614.0700.0174 -7.813053e-002 VOM19980614.0700.0174
VOM19980526.0700.0133 -7.813376e-002 VOM19980526.0700.0133
VOM19980501.0700.0556 -7.821891e-002 VOM19980501.0700.0556
VOM19980403.0900.3501 -7.822732e-002 VOM19980403.0900.3501
VOM19980423.0900.0102 -7.842176e-002 VOM19980423.0900.0102
